code,title,section,table,source
0Q5J3ZZ,"Destruction of Fibula, Right, Percutaneous Approach",0,0Q5,tables
0Q5J4ZZ,"Destruction of Fibula, Right, Percutaneous Endoscopic Approach",0,0Q5,tables
0Q5K0ZZ,"Destruction of Fibula, Left, Open Approach",0,0Q5,tables
0Q5K3ZZ,"Destruction of Fibula, Left, Percutaneous Approach",0,0Q5,tables
0Q5K4ZZ,"Destruction of Fibula, Left, Percutaneous Endoscopic Approach",0,0Q5,tables
0Q5L0ZZ,"Destruction of Tarsal, Right, Open Approach",0,0Q5,tables
0Q5L3ZZ,"Destruction of Tarsal, Right, Percutaneous Approach",0,0Q5,tables
0Q5L4ZZ,"Destruction of Tarsal, Right, Percutaneous Endoscopic Approach",0,0Q5,tables
0Q5M0ZZ,"Destruction of Tarsal, Left, Open Approach",0,0Q5,tables
0Q5M3ZZ,"Destruction of Tarsal, Left, Percutaneous Approach",0,0Q5,tables
0Q5M4ZZ,"Destruction of Tarsal, Left, Percutaneous Endoscopic Approach",0,0Q5,tables
0Q5N0ZZ,"Destruction of Metatarsal, Right, Open Approach",0,0Q5,tables
0Q5N3ZZ,"Destruction of Metatarsal, Right, Percutaneous Approach",0,0Q5,tables
0Q5N4ZZ,"Destruction of Metatarsal, Right, Percutaneous Endoscopic Approach",0,0Q5,tables
0Q5P0ZZ,"Destruction of Metatarsal, Left, Open Approach",0,0Q5,tables
0Q5P3ZZ,"Destruction of Metatarsal, Left, Percutaneous Approach",0,0Q5,tables
0Q5P4ZZ,"Destruction of Metatarsal, Left, Percutaneous Endoscopic Approach",0,0Q5,tables
0Q5Q0ZZ,"Destruction of Toe Phalanx, Right, Open Approach",0,0Q5,tables
0Q5Q3ZZ,"Destruction of Toe Phalanx, Right, Percutaneous Approach",0,0Q5,tables
0Q5Q4ZZ,"Destruction of Toe Phalanx, Right, Percutaneous Endoscopic Approach",0,0Q5,tables
0Q5R0ZZ,"Destruction of Toe Phalanx, Left, Open Approach",0,0Q5,tables
0Q5R3ZZ,"Destruction of Toe Phalanx, Left, Percutaneous Approach",0,0Q5,tables
0Q5R4ZZ,"Destruction of Toe Phalanx, Left, Percutaneous Endoscopic Approach",0,0Q5,tables
0Q5S0ZZ,"Destruction of Coccyx, Open Approach",0,0Q5,tables
0Q5S3ZZ,"Destruction of Coccyx, Percutaneous Approach",0,0Q5,tables
0Q5S4ZZ,"Destruction of Coccyx, Percutaneous Endoscopic Approach",0,0Q5,tables
0Q800ZZ,"Division of Lumbar Vertebra, Open Approach",0,0Q8,tables
0Q803ZZ,"Division of Lumbar Vertebra, Percutaneous Approach",0,0Q8,tables
0Q804ZZ,"Division of Lumbar Vertebra, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q810ZZ,"Division of Sacrum, Open Approach",0,0Q8,tables
0Q813ZZ,"Division of Sacrum, Percutaneous Approach",0,0Q8,tables
0Q814ZZ,"Division of Sacrum, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q820ZZ,"Division of Pelvic Bone, Right, Open Approach",0,0Q8,tables
0Q823ZZ,"Division of Pelvic Bone, Right, Percutaneous Approach",0,0Q8,tables
0Q824ZZ,"Division of Pelvic Bone, Right, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q830ZZ,"Division of Pelvic Bone, Left, Open Approach",0,0Q8,tables
0Q833ZZ,"Division of Pelvic Bone, Left, Percutaneous Approach",0,0Q8,tables
0Q834ZZ,"Division of Pelvic Bone, Left, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q840ZZ,"Division of Acetabulum, Right, Open Approach",0,0Q8,tables
0Q843ZZ,"Division of Acetabulum, Right, Percutaneous Approach",0,0Q8,tables
0Q844ZZ,"Division of Acetabulum, Right, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q850ZZ,"Division of Acetabulum, Left, Open Approach",0,0Q8,tables
0Q853ZZ,"Division of Acetabulum, Left, Percutaneous Approach",0,0Q8,tables
0Q854ZZ,"Division of Acetabulum, Left, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q860ZZ,"Division of Upper Femur, Right, Open Approach",0,0Q8,tables
0Q863ZZ,"Division of Upper Femur, Right, Percutaneous Approach",0,0Q8,tables
0Q864ZZ,"Division of Upper Femur, Right, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q870ZZ,"Division of Upper Femur, Left, Open Approach",0,0Q8,tables
0Q873ZZ,"Division of Upper Femur, Left, Percutaneous Approach",0,0Q8,tables
0Q874ZZ,"Division of Upper Femur, Left, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q880ZZ,"Division of Femoral Shaft, Right, Open Approach",0,0Q8,tables
0Q883ZZ,"Division of Femoral Shaft, Right, Percutaneous Approach",0,0Q8,tables
0Q884ZZ,"Division of Femoral Shaft, Right, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q890ZZ,"Division of Femoral Shaft, Left, Open Approach",0,0Q8,tables
0Q893ZZ,"Division of Femoral Shaft, Left, Percutaneous Approach",0,0Q8,tables
0Q894ZZ,"Division of Femoral Shaft, Left, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q8B0ZZ,"Division of Lower Femur, Right, Open Approach",0,0Q8,tables
0Q8B3ZZ,"Division of Lower Femur, Right, Percutaneous Approach",0,0Q8,tables
0Q8B4ZZ,"Division of Lower Femur, Right, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q8C0ZZ,"Division of Lower Femur, Left, Open Approach",0,0Q8,tables
0Q8C3ZZ,"Division of Lower Femur, Left, Percutaneous Approach",0,0Q8,tables
0Q8C4ZZ,"Division of Lower Femur, Left, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q8D0ZZ,"Division of Patella, Right, Open Approach",0,0Q8,tables
0Q8D3ZZ,"Division of Patella, Right, Percutaneous Approach",0,0Q8,tables
0Q8D4ZZ,"Division of Patella, Right, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q8F0ZZ,"Division of Patella, Left, Open Approach",0,0Q8,tables
0Q8F3ZZ,"Division of Patella, Left, Percutaneous Approach",0,0Q8,tables
0Q8F4ZZ,"Division of Patella, Left, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q8G0ZZ,"Division of Tibia, Right, Open Approach",0,0Q8,tables
0Q8G3ZZ,"Division of Tibia, Right, Percutaneous Approach",0,0Q8,tables
0Q8G4ZZ,"Division of Tibia, Right, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q8H0ZZ,"Division of Tibia, Left, Open Approach",0,0Q8,tables
0Q8H3ZZ,"Division of Tibia, Left, Percutaneous Approach",0,0Q8,tables
0Q8H4ZZ,"Division of Tibia, Left, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q8J0ZZ,"Division of Fibula, Right, Open Approach",0,0Q8,tables
0Q8J3ZZ,"Division of Fibula, Right, Percutaneous Approach",0,0Q8,tables
0Q8J4ZZ,"Division of Fibula, Right, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q8K0ZZ,"Division of Fibula, Left, Open Approach",0,0Q8,tables
0Q8K3ZZ,"Division of Fibula, Left, Percutaneous Approach",0,0Q8,tables
0Q8K4ZZ,"Division of Fibula, Left, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q8L0ZZ,"Division of Tarsal, Right, Open Approach",0,0Q8,tables
0Q8L3ZZ,"Division of Tarsal, Right, Percutaneous Approach",0,0Q8,tables
0Q8L4ZZ,"Division of Tarsal, Right, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q8M0ZZ,"Division of Tarsal, Left, Open Approach",0,0Q8,tables
0Q8M3ZZ,"Division of Tarsal, Left, Percutaneous Approach",0,0Q8,tables
0Q8M4ZZ,"Division of Tarsal, Left, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q8N0ZZ,"Division of Metatarsal, Right, Open Approach",0,0Q8,tables
0Q8N3ZZ,"Division of Metatarsal, Right, Percutaneous Approach",0,0Q8,tables
0Q8N4ZZ,"Division of Metatarsal, Right, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q8P0ZZ,"Division of Metatarsal, Left, Open Approach",0,0Q8,tables
0Q8P3ZZ,"Division of Metatarsal, Left, Percutaneous Approach",0,0Q8,tables
0Q8P4ZZ,"Division of Metatarsal, Left, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q8Q0ZZ,"Division of Toe Phalanx, Right, Open Approach",0,0Q8,tables
0Q8Q3ZZ,"Division of Toe Phalanx, Right, Percutaneous Approach",0,0Q8,tables
0Q8Q4ZZ,"Division of Toe Phalanx, Right, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q8R0ZZ,"Division of Toe Phalanx, Left, Open Approach",0,0Q8,tables
0Q8R3ZZ,"Division of Toe Phalanx, Left, Percutaneous Approach",0,0Q8,tables
0Q8R4ZZ,"Division of Toe Phalanx, Left, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q8S0ZZ,"Division of Coccyx, Open Approach",0,0Q8,tables
0Q8S3ZZ,"Division of Coccyx, Percutaneous Approach",0,0Q8,tables
0Q8S4ZZ,"Division of Coccyx, Percutaneous Endoscopic Approach",0,0Q8,tables
0Q9000Z,"Drainage of Lumbar Vertebra with Drainage Device, Open Approach",0,0Q9,tables
0Q9030Z,"Drainage of Lumbar Vertebra with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9040Z,"Drainage of Lumbar Vertebra with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9100Z,"Drainage of Sacrum with Drainage Device, Open Approach",0,0Q9,tables
0Q9130Z,"Drainage of Sacrum with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9140Z,"Drainage of Sacrum with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9200Z,"Drainage of Pelvic Bone, Right with Drainage Device, Open Approach",0,0Q9,tables
0Q9230Z,"Drainage of Pelvic Bone, Right with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9240Z,"Drainage of Pelvic Bone, Right with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9300Z,"Drainage of Pelvic Bone, Left with Drainage Device, Open Approach",0,0Q9,tables
0Q9330Z,"Drainage of Pelvic Bone, Left with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9340Z,"Drainage of Pelvic Bone, Left with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9400Z,"Drainage of Acetabulum, Right with Drainage Device, Open Approach",0,0Q9,tables
0Q9430Z,"Drainage of Acetabulum, Right with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9440Z,"Drainage of Acetabulum, Right with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9500Z,"Drainage of Acetabulum, Left with Drainage Device, Open Approach",0,0Q9,tables
0Q9530Z,"Drainage of Acetabulum, Left with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9540Z,"Drainage of Acetabulum, Left with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9600Z,"Drainage of Upper Femur, Right with Drainage Device, Open Approach",0,0Q9,tables
0Q9630Z,"Drainage of Upper Femur, Right with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9640Z,"Drainage of Upper Femur, Right with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9700Z,"Drainage of Upper Femur, Left with Drainage Device, Open Approach",0,0Q9,tables
0Q9730Z,"Drainage of Upper Femur, Left with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9740Z,"Drainage of Upper Femur, Left with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9800Z,"Drainage of Femoral Shaft, Right with Drainage Device, Open Approach",0,0Q9,tables
0Q9830Z,"Drainage of Femoral Shaft, Right with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9840Z,"Drainage of Femoral Shaft, Right with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9900Z,"Drainage of Femoral Shaft, Left with Drainage Device, Open Approach",0,0Q9,tables
0Q9930Z,"Drainage of Femoral Shaft, Left with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9940Z,"Drainage of Femoral Shaft, Left with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9B00Z,"Drainage of Lower Femur, Right with Drainage Device, Open Approach",0,0Q9,tables
0Q9B30Z,"Drainage of Lower Femur, Right with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9B40Z,"Drainage of Lower Femur, Right with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9C00Z,"Drainage of Lower Femur, Left with Drainage Device, Open Approach",0,0Q9,tables
0Q9C30Z,"Drainage of Lower Femur, Left with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9C40Z,"Drainage of Lower Femur, Left with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9D00Z,"Drainage of Patella, Right with Drainage Device, Open Approach",0,0Q9,tables
0Q9D30Z,"Drainage of Patella, Right with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9D40Z,"Drainage of Patella, Right with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9F00Z,"Drainage of Patella, Left with Drainage Device, Open Approach",0,0Q9,tables
0Q9F30Z,"Drainage of Patella, Left with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9F40Z,"Drainage of Patella, Left with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9G00Z,"Drainage of Tibia, Right with Drainage Device, Open Approach",0,0Q9,tables
0Q9G30Z,"Drainage of Tibia, Right with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9G40Z,"Drainage of Tibia, Right with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9H00Z,"Drainage of Tibia, Left with Drainage Device, Open Approach",0,0Q9,tables
0Q9H30Z,"Drainage of Tibia, Left with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9H40Z,"Drainage of Tibia, Left with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9J00Z,"Drainage of Fibula, Right with Drainage Device, Open Approach",0,0Q9,tables
0Q9J30Z,"Drainage of Fibula, Right with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9J40Z,"Drainage of Fibula, Right with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9K00Z,"Drainage of Fibula, Left with Drainage Device, Open Approach",0,0Q9,tables
0Q9K30Z,"Drainage of Fibula, Left with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9K40Z,"Drainage of Fibula, Left with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9L00Z,"Drainage of Tarsal, Right with Drainage Device, Open Approach",0,0Q9,tables
0Q9L30Z,"Drainage of Tarsal, Right with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9L40Z,"Drainage of Tarsal, Right with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9M00Z,"Drainage of Tarsal, Left with Drainage Device, Open Approach",0,0Q9,tables
0Q9M30Z,"Drainage of Tarsal, Left with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9M40Z,"Drainage of Tarsal, Left with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9N00Z,"Drainage of Metatarsal, Right with Drainage Device, Open Approach",0,0Q9,tables
0Q9N30Z,"Drainage of Metatarsal, Right with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9N40Z,"Drainage of Metatarsal, Right with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9P00Z,"Drainage of Metatarsal, Left with Drainage Device, Open Approach",0,0Q9,tables
0Q9P30Z,"Drainage of Metatarsal, Left with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9P40Z,"Drainage of Metatarsal, Left with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9Q00Z,"Drainage of Toe Phalanx, Right with Drainage Device, Open Approach",0,0Q9,tables
0Q9Q30Z,"Drainage of Toe Phalanx, Right with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9Q40Z,"Drainage of Toe Phalanx, Right with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9R00Z,"Drainage of Toe Phalanx, Left with Drainage Device, Open Approach",0,0Q9,tables
0Q9R30Z,"Drainage of Toe Phalanx, Left with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9R40Z,"Drainage of Toe Phalanx, Left with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9S00Z,"Drainage of Coccyx with Drainage Device, Open Approach",0,0Q9,tables
0Q9S30Z,"Drainage of Coccyx with Drainage Device, Percutaneous Approach",0,0Q9,tables
0Q9S40Z,"Drainage of Coccyx with Drainage Device, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q900ZX,"Drainage of Lumbar Vertebra, Open Approach (Diagnostic)",0,0Q9,tables
0Q900ZZ,"Drainage of Lumbar Vertebra, Open Approach",0,0Q9,tables
0Q903ZX,"Drainage of Lumbar Vertebra, Percutaneous Approach (Diagnostic)",0,0Q9,tables
0Q903ZZ,"Drainage of Lumbar Vertebra, Percutaneous Approach",0,0Q9,tables
0Q904ZX,"Drainage of Lumbar Vertebra, Percutaneous Endoscopic Approach (Diagnostic)",0,0Q9,tables
0Q904ZZ,"Drainage of Lumbar Vertebra, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q910ZX,"Drainage of Sacrum, Open Approach (Diagnostic)",0,0Q9,tables
0Q910ZZ,"Drainage of Sacrum, Open Approach",0,0Q9,tables
0Q913ZX,"Drainage of Sacrum, Percutaneous Approach (Diagnostic)",0,0Q9,tables
0Q913ZZ,"Drainage of Sacrum, Percutaneous Approach",0,0Q9,tables
0Q914ZX,"Drainage of Sacrum, Percutaneous Endoscopic Approach (Diagnostic)",0,0Q9,tables
0Q914ZZ,"Drainage of Sacrum, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q920ZX,"Drainage of Pelvic Bone, Right, Open Approach (Diagnostic)",0,0Q9,tables
0Q920ZZ,"Drainage of Pelvic Bone, Right, Open Approach",0,0Q9,tables
0Q923ZX,"Drainage of Pelvic Bone, Right, Percutaneous Approach (Diagnostic)",0,0Q9,tables
0Q923ZZ,"Drainage of Pelvic Bone, Right, Percutaneous Approach",0,0Q9,tables
0Q924ZX,"Drainage of Pelvic Bone, Right, Percutaneous Endoscopic Approach (Diagnostic)",0,0Q9,tables
0Q924ZZ,"Drainage of Pelvic Bone, Right, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q930ZX,"Drainage of Pelvic Bone, Left, Open Approach (Diagnostic)",0,0Q9,tables
0Q930ZZ,"Drainage of Pelvic Bone, Left, Open Approach",0,0Q9,tables
0Q933ZX,"Drainage of Pelvic Bone, Left, Percutaneous Approach (Diagnostic)",0,0Q9,tables
0Q933ZZ,"Drainage of Pelvic Bone, Left, Percutaneous Approach",0,0Q9,tables
0Q934ZX,"Drainage of Pelvic Bone, Left, Percutaneous Endoscopic Approach (Diagnostic)",0,0Q9,tables
0Q934ZZ,"Drainage of Pelvic Bone, Left, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q940ZX,"Drainage of Acetabulum, Right, Open Approach (Diagnostic)",0,0Q9,tables
0Q940ZZ,"Drainage of Acetabulum, Right, Open Approach",0,0Q9,tables
0Q943ZX,"Drainage of Acetabulum, Right, Percutaneous Approach (Diagnostic)",0,0Q9,tables
0Q943ZZ,"Drainage of Acetabulum, Right, Percutaneous Approach",0,0Q9,tables
0Q944ZX,"Drainage of Acetabulum, Right, Percutaneous Endoscopic Approach (Diagnostic)",0,0Q9,tables
0Q944ZZ,"Drainage of Acetabulum, Right, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q950ZX,"Drainage of Acetabulum, Left, Open Approach (Diagnostic)",0,0Q9,tables
0Q950ZZ,"Drainage of Acetabulum, Left, Open Approach",0,0Q9,tables
0Q953ZX,"Drainage of Acetabulum, Left, Percutaneous Approach (Diagnostic)",0,0Q9,tables
0Q953ZZ,"Drainage of Acetabulum, Left, Percutaneous Approach",0,0Q9,tables
0Q954ZX,"Drainage of Acetabulum, Left, Percutaneous Endoscopic Approach (Diagnostic)",0,0Q9,tables
0Q954ZZ,"Drainage of Acetabulum, Left, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q960ZX,"Drainage of Upper Femur, Right, Open Approach (Diagnostic)",0,0Q9,tables
0Q960ZZ,"Drainage of Upper Femur, Right, Open Approach",0,0Q9,tables
0Q963ZX,"Drainage of Upper Femur, Right, Percutaneous Approach (Diagnostic)",0,0Q9,tables
0Q963ZZ,"Drainage of Upper Femur, Right, Percutaneous Approach",0,0Q9,tables
0Q964ZX,"Drainage of Upper Femur, Right, Percutaneous Endoscopic Approach (Diagnostic)",0,0Q9,tables
0Q964ZZ,"Drainage of Upper Femur, Right, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q970ZX,"Drainage of Upper Femur, Left, Open Approach (Diagnostic)",0,0Q9,tables
0Q970ZZ,"Drainage of Upper Femur, Left, Open Approach",0,0Q9,tables
0Q973ZX,"Drainage of Upper Femur, Left, Percutaneous Approach (Diagnostic)",0,0Q9,tables
0Q973ZZ,"Drainage of Upper Femur, Left, Percutaneous Approach",0,0Q9,tables
0Q974ZX,"Drainage of Upper Femur, Left, Percutaneous Endoscopic Approach (Diagnostic)",0,0Q9,tables
0Q974ZZ,"Drainage of Upper Femur, Left, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q980ZX,"Drainage of Femoral Shaft, Right, Open Approach (Diagnostic)",0,0Q9,tables
0Q980ZZ,"Drainage of Femoral Shaft, Right, Open Approach",0,0Q9,tables
0Q983ZX,"Drainage of Femoral Shaft, Right, Percutaneous Approach (Diagnostic)",0,0Q9,tables
0Q983ZZ,"Drainage of Femoral Shaft, Right, Percutaneous Approach",0,0Q9,tables
0Q984ZX,"Drainage of Femoral Shaft, Right, Percutaneous Endoscopic Approach (Diagnostic)",0,0Q9,tables
0Q984ZZ,"Drainage of Femoral Shaft, Right, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q990ZX,"Drainage of Femoral Shaft, Left, Open Approach (Diagnostic)",0,0Q9,tables
0Q990ZZ,"Drainage of Femoral Shaft, Left, Open Approach",0,0Q9,tables
0Q993ZX,"Drainage of Femoral Shaft, Left, Percutaneous Approach (Diagnostic)",0,0Q9,tables
0Q993ZZ,"Drainage of Femoral Shaft, Left, Percutaneous Approach",0,0Q9,tables
0Q994ZX,"Drainage of Femoral Shaft, Left, Percutaneous Endoscopic Approach (Diagnostic)",0,0Q9,tables
0Q994ZZ,"Drainage of Femoral Shaft, Left, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9B0ZX,"Drainage of Lower Femur, Right, Open Approach (Diagnostic)",0,0Q9,tables
0Q9B0ZZ,"Drainage of Lower Femur, Right, Open Approach",0,0Q9,tables
0Q9B3ZX,"Drainage of Lower Femur, Right, Percutaneous Approach (Diagnostic)",0,0Q9,tables
0Q9B3ZZ,"Drainage of Lower Femur, Right, Percutaneous Approach",0,0Q9,tables
0Q9B4ZX,"Drainage of Lower Femur, Right, Percutaneous Endoscopic Approach (Diagnostic)",0,0Q9,tables
0Q9B4ZZ,"Drainage of Lower Femur, Right, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9C0ZX,"Drainage of Lower Femur, Left, Open Approach (Diagnostic)",0,0Q9,tables
0Q9C0ZZ,"Drainage of Lower Femur, Left, Open Approach",0,0Q9,tables
0Q9C3ZX,"Drainage of Lower Femur, Left, Percutaneous Approach (Diagnostic)",0,0Q9,tables
0Q9C3ZZ,"Drainage of Lower Femur, Left, Percutaneous Approach",0,0Q9,tables
0Q9C4ZX,"Drainage of Lower Femur, Left, Percutaneous Endoscopic Approach (Diagnostic)",0,0Q9,tables
0Q9C4ZZ,"Drainage of Lower Femur, Left, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9D0ZX,"Drainage of Patella, Right, Open Approach (Diagnostic)",0,0Q9,tables
0Q9D0ZZ,"Drainage of Patella, Right, Open Approach",0,0Q9,tables
0Q9D3ZX,"Drainage of Patella, Right, Percutaneous Approach (Diagnostic)",0,0Q9,tables
0Q9D3ZZ,"Drainage of Patella, Right, Percutaneous Approach",0,0Q9,tables
0Q9D4ZX,"Drainage of Patella, Right, Percutaneous Endoscopic Approach (Diagnostic)",0,0Q9,tables
0Q9D4ZZ,"Drainage of Patella, Right, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9F0ZX,"Drainage of Patella, Left, Open Approach (Diagnostic)",0,0Q9,tables
0Q9F0ZZ,"Drainage of Patella, Left, Open Approach",0,0Q9,tables
0Q9F3ZX,"Drainage of Patella, Left, Percutaneous Approach (Diagnostic)",0,0Q9,tables
0Q9F3ZZ,"Drainage of Patella, Left, Percutaneous Approach",0,0Q9,tables
0Q9F4ZX,"Drainage of Patella, Left, Percutaneous Endoscopic Approach (Diagnostic)",0,0Q9,tables
0Q9F4ZZ,"Drainage of Patella, Left, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9G0ZX,"Drainage of Tibia, Right, Open Approach (Diagnostic)",0,0Q9,tables
0Q9G0ZZ,"Drainage of Tibia, Right, Open Approach",0,0Q9,tables
0Q9G3ZX,"Drainage of Tibia, Right, Percutaneous Approach (Diagnostic)",0,0Q9,tables
0Q9G3ZZ,"Drainage of Tibia, Right, Percutaneous Approach",0,0Q9,tables
0Q9G4ZX,"Drainage of Tibia, Right, Percutaneous Endoscopic Approach (Diagnostic)",0,0Q9,tables
0Q9G4ZZ,"Drainage of Tibia, Right, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9H0ZX,"Drainage of Tibia, Left, Open Approach (Diagnostic)",0,0Q9,tables
0Q9H0ZZ,"Drainage of Tibia, Left, Open Approach",0,0Q9,tables
0Q9H3ZX,"Drainage of Tibia, Left, Percutaneous Approach (Diagnostic)",0,0Q9,tables
0Q9H3ZZ,"Drainage of Tibia, Left, Percutaneous Approach",0,0Q9,tables
0Q9H4ZX,"Drainage of Tibia, Left, Percutaneous Endoscopic Approach (Diagnostic)",0,0Q9,tables
0Q9H4ZZ,"Drainage of Tibia, Left, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9J0ZX,"Drainage of Fibula, Right, Open Approach (Diagnostic)",0,0Q9,tables
0Q9J0ZZ,"Drainage of Fibula, Right, Open Approach",0,0Q9,tables
0Q9J3ZX,"Drainage of Fibula, Right, Percutaneous Approach (Diagnostic)",0,0Q9,tables
0Q9J3ZZ,"Drainage of Fibula, Right, Percutaneous Approach",0,0Q9,tables
0Q9J4ZX,"Drainage of Fibula, Right, Percutaneous Endoscopic Approach (Diagnostic)",0,0Q9,tables
0Q9J4ZZ,"Drainage of Fibula, Right, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9K0ZX,"Drainage of Fibula, Left, Open Approach (Diagnostic)",0,0Q9,tables
0Q9K0ZZ,"Drainage of Fibula, Left, Open Approach",0,0Q9,tables
0Q9K3ZX,"Drainage of Fibula, Left, Percutaneous Approach (Diagnostic)",0,0Q9,tables
0Q9K3ZZ,"Drainage of Fibula, Left, Percutaneous Approach",0,0Q9,tables
0Q9K4ZX,"Drainage of Fibula, Left, Percutaneous Endoscopic Approach (Diagnostic)",0,0Q9,tables
0Q9K4ZZ,"Drainage of Fibula, Left, Percutaneous Endoscopic Approach",0,0Q9,tables
0Q9L0ZX,"Drainage of Tarsal, Right, Open Approach (Diagnostic)",0,0Q9,tables
0Q9L0ZZ,"Drainage of Tarsal, Right, Open Approach",0,0Q9,tables
0Q9L3ZX,"Drainage of Tarsal, Right, Percutaneous Approach (Diagnostic)",0,0Q9,tables
